,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,AGRUPA EDAD PERSONA,CANTIDAD
2952,ANTIOQUIA,PEÑOL,5541000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2953,ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2954,ATLÁNTICO,SOLEDAD,8758000,ARMA BLANCA / CORTOPUNZANTE,2020-04-06,MASCULINO,ADULTOS,1
2955,BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-06,MASCULINO,ADULTOS,1
2956,BOYACÁ,PUERTO BOYACÁ,15572000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2957,CALDAS,MARQUETALIA,17444000,CONTUNDENTES,2020-04-06,MASCULINO,MENORES,1
2958,CESAR,AGUSTÍN CODAZZI,20013000,ARMA BLANCA / CORTOPUNZANTE,2020-04-06,MASCULINO,ADULTOS,1
2959,CESAR,CHIMICHAGUA,20175000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2960,CESAR,PELAYA,20550000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2961,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2962,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2963,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2964,GUAJIRA,MAICAO,44430000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2965,GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2966,MAGDALENA,ARIGUANÍ,47058000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2967,NORTE DE SANTANDER,ABREGO,54003000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2020-04-06,MASCULINO,ADULTOS,1
2968,NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2969,RISARALDA,DOSQUEBRADAS,66170000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2970,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,2020-04-06,FEMENINO,ADULTOS,1
2971,TOLIMA,PLANADAS,73555000,ARMA BLANCA / CORTOPUNZANTE,2020-04-06,MASCULINO,ADULTOS,1
2972,VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2973,VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2974,VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2975,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2976,VALLE,ULLOA,76845000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2977,VALLE,YOTOCO,76890000,ARMA DE FUEGO,2020-04-06,MASCULINO,ADULTOS,1
2978,ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,2020-04-07,MASCULINO,ADULTOS,1
2979,ANTIOQUIA,EBÉJICO,5240000,ARMA DE FUEGO,2020-04-07,MASCULINO,ADULTOS,1
2980,ANTIOQUIA,REMEDIOS,5604000,ARMA DE FUEGO,2020-04-07,MASCULINO,ADULTOS,1
2981,BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-07,MASCULINO,ADULTOS,1
2982,CAUCA,CORINTO,19212000,ARMA DE FUEGO,2020-04-07,MASCULINO,ADOLESCENTES,1
2983,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-07,MASCULINO,ADULTOS,1
2984,CUNDINAMARCA,VILLETA,25875000,ARMA BLANCA / CORTOPUNZANTE,2020-04-07,FEMENINO,ADULTOS,1
2985,MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,2020-04-07,MASCULINO,ADULTOS,1
2986,NARIÑO,SAN ANDRES DE TUMACO,52835000,CONTUNDENTES,2020-04-07,FEMENINO,ADULTOS,1
2987,NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,2020-04-07,MASCULINO,ADULTOS,1
2988,NORTE DE SANTANDER,CÚCUTA (CT),54001000,CONTUNDENTES,2020-04-07,MASCULINO,ADULTOS,1
2989,SAN ANDRÉS,SAN ANDRÉS (CT),88001000,ARMA DE FUEGO,2020-04-07,MASCULINO,ADULTOS,1
2990,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-04-07,FEMENINO,ADULTOS,1
2991,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-04-07,MASCULINO,ADULTOS,1
2992,ANTIOQUIA,CAREPA,5147000,ARMA DE FUEGO,2020-04-08,MASCULINO,ADULTOS,1
2993,ANTIOQUIA,ZARAGOZA,5895000,ARMA DE FUEGO,2020-04-08,MASCULINO,ADULTOS,1
2994,ATLÁNTICO,SOLEDAD,8758000,ARMA DE FUEGO,2020-04-08,MASCULINO,ADULTOS,1
2995,BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,2020-04-08,MASCULINO,ADULTOS,1
2996,BOLÍVAR,VILLANUEVA,13873000,ARMA BLANCA / CORTOPUNZANTE,2020-04-08,MASCULINO,ADOLESCENTES,1
2997,CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,2020-04-08,MASCULINO,ADULTOS,1
2998,MAGDALENA,PUEBLOVIEJO,47570000,ARMA DE FUEGO,2020-04-08,MASCULINO,ADULTOS,1
2999,NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,2020-04-08,MASCULINO,ADULTOS,1
3000,NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,2020-04-08,MASCULINO,ADULTOS,1
3001,VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,2020-04-08,MASCULINO,ADULTOS,1
3002,VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,2020-04-08,MASCULINO,ADULTOS,1
3003,VALLE,LA VICTORIA,76403000,ARMA BLANCA / CORTOPUNZANTE,2020-04-08,MASCULINO,ADULTOS,1
3004,VALLE,TULUÁ,76834000,ARMA DE FUEGO,2020-04-08,MASCULINO,ADOLESCENTES,1
3005,ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-09,MASCULINO,ADULTOS,1
3006,CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,2020-04-09,MASCULINO,ADULTOS,1
3007,CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,2020-04-09,MASCULINO,ADULTOS,1
3008,CUNDINAMARCA,MADRID,25430000,ARMA BLANCA / CORTOPUNZANTE,2020-04-09,MASCULINO,ADULTOS,1
3009,MAGDALENA,CIÉNAGA,47189000,ARMA DE FUEGO,2020-04-09,MASCULINO,ADULTOS,1
3010,RISARALDA,PEREIRA (CT),66001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-09,MASCULINO,ADULTOS,1
3011,TOLIMA,ANZOÁTEGUI,73043000,CONTUNDENTES,2020-04-09,MASCULINO,ADULTOS,1
3012,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-04-09,MASCULINO,ADULTOS,1
3013,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-04-09,MASCULINO,ADULTOS,1
3014,VALLE,CALI (CT),76001000,CONTUNDENTES,2020-04-09,MASCULINO,ADULTOS,1
3015,VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,2020-04-09,MASCULINO,ADULTOS,1
3016,VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,2020-04-09,MASCULINO,ADULTOS,1
3017,CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-10,FEMENINO,ADULTOS,1
3018,CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,2020-04-10,MASCULINO,ADULTOS,1
3019,CUNDINAMARCA,UBALÁ,25839000,ARMA BLANCA / CORTOPUNZANTE,2020-04-10,FEMENINO,ADULTOS,1
3020,NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,2020-04-10,MASCULINO,ADOLESCENTES,1
3021,RISARALDA,DOSQUEBRADAS,66170000,ARMA BLANCA / CORTOPUNZANTE,2020-04-10,MASCULINO,ADULTOS,1
3022,RISARALDA,LA CELIA,66383000,ARMA DE FUEGO,2020-04-10,MASCULINO,ADULTOS,1
3023,VALLE,ZARZAL,76895000,ARMA DE FUEGO,2020-04-10,MASCULINO,ADULTOS,1
3024,ANTIOQUIA,CIUDAD BOLÍVAR,5101000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3025,ANTIOQUIA,CIUDAD BOLÍVAR,5101000,ARMA DE FUEGO,2020-04-11,FEMENINO,ADULTOS,1
3026,ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3027,ANTIOQUIA,SAN JUAN DE URABÁ,5659000,ARMA BLANCA / CORTOPUNZANTE,2020-04-11,MASCULINO,ADULTOS,1
3028,ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3029,BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3030,BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3031,BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-11,MASCULINO,ADULTOS,1
3032,BOYACÁ,SAMACÁ,15646000,ARMA BLANCA / CORTOPUNZANTE,2020-04-11,MASCULINO,ADULTOS,1
3033,CAQUETÁ,EL PAUJIL,18256000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3034,CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3035,CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3036,HUILA,GIGANTE,41306000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3037,NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3038,NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3039,RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADOLESCENTES,1
3040,VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3041,VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3042,VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,2020-04-11,MASCULINO,ADULTOS,1
3043,ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3044,ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3045,ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3046,ANTIOQUIA,CIUDAD BOLÍVAR,5101000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADOLESCENTES,1
3047,ANTIOQUIA,MEDELLÍN (CT),5001000,CONTUNDENTES,2020-04-12,FEMENINO,ADULTOS,1
3048,ANTIOQUIA,TURBO,5837000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADOLESCENTES,1
3049,ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3050,ATLÁNTICO,SOLEDAD,8758000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3051,BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-12,MASCULINO,ADULTOS,1
3052,BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,2020-04-12,MASCULINO,ADULTOS,1
3053,BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3054,CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3055,CAUCA,CORINTO,19212000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3056,CAUCA,CORINTO,19212000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3057,CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3058,CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,2
3059,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,2020-04-12,MASCULINO,ADULTOS,1
3060,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-12,MASCULINO,ADULTOS,1
3061,CUNDINAMARCA,GIRARDOT,25307000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3062,MAGDALENA,ZONA BANANERA,47980000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3063,META,LA MACARENA,50350000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3064,META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3065,NARIÑO,LEIVA,52405000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3066,NARIÑO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-12,MASCULINO,ADULTOS,1
3067,NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3068,PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,2020-04-12,MASCULINO,ADULTOS,1
3069,SANTANDER,GIRÓN,68307000,ARMA BLANCA / CORTOPUNZANTE,2020-04-12,MASCULINO,ADULTOS,1
3070,TOLIMA,ESPINAL,73268000,ARMA BLANCA / CORTOPUNZANTE,2020-04-12,MASCULINO,ADULTOS,1
3071,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-04-12,MASCULINO,MENORES,1
3072,VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,2020-04-12,FEMENINO,ADULTOS,1
3073,ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,2020-04-13,MASCULINO,ADULTOS,1
3074,ANTIOQUIA,SANTA BÁRBARA,5679000,ARMA BLANCA / CORTOPUNZANTE,2020-04-13,MASCULINO,ADULTOS,1
3075,ANTIOQUIA,TARAZÁ,5790000,ARMA DE FUEGO,2020-04-13,MASCULINO,ADULTOS,1
3076,ARAUCA,FORTUL,81300000,ARMA DE FUEGO,2020-04-13,FEMENINO,ADULTOS,1
3077,CAQUETÁ,ALBANIA,18029000,ARMA BLANCA / CORTOPUNZANTE,2020-04-13,MASCULINO,ADULTOS,1
3078,CESAR,LA PAZ,20621000,ARMA DE FUEGO,2020-04-13,MASCULINO,ADULTOS,1
3079,CESAR,LA PAZ,20621000,ARMA DE FUEGO,2020-04-13,MASCULINO,ADULTOS,1
3080,CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,2020-04-13,MASCULINO,ADULTOS,1
3081,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,2020-04-13,MASCULINO,ADULTOS,1
3082,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-13,FEMENINO,ADULTOS,1
3083,CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,2020-04-13,MASCULINO,ADULTOS,1
3084,CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,2020-04-13,MASCULINO,ADULTOS,1
3085,GUAJIRA,URIBIA,44847000,ARMA DE FUEGO,2020-04-13,MASCULINO,ADULTOS,1
3086,HUILA,CAMPOALEGRE,41132000,ARMA DE FUEGO,2020-04-13,MASCULINO,ADULTOS,1
3087,META,GRANADA,50313000,ARMA DE FUEGO,2020-04-13,MASCULINO,ADULTOS,1
3088,META,PUERTO GAITÁN,50568000,CONTUNDENTES,2020-04-13,FEMENINO,ADULTOS,1
3089,NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,CONTUNDENTES,2020-04-13,MASCULINO,ADULTOS,1
3090,VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,2020-04-13,MASCULINO,ADULTOS,1
3091,VALLE,CALI (CT),76001000,CONTUNDENTES,2020-04-13,MASCULINO,ADOLESCENTES,1
3092,VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-13,MASCULINO,ADULTOS,1
3093,ANTIOQUIA,BARBOSA,5079000,ARMA BLANCA / CORTOPUNZANTE,2020-04-14,MASCULINO,ADOLESCENTES,1
3094,ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,2020-04-14,MASCULINO,ADULTOS,1
3095,ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,2020-04-14,FEMENINO,ADULTOS,1
3096,ANTIOQUIA,CHIGORODÓ,5172000,ARMA BLANCA / CORTOPUNZANTE,2020-04-14,MASCULINO,ADULTOS,1
3097,ANTIOQUIA,SANTO DOMINGO,5690000,ARMA DE FUEGO,2020-04-14,MASCULINO,ADULTOS,1
3098,ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,2020-04-14,MASCULINO,ADULTOS,1
3099,BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,2020-04-14,MASCULINO,ADULTOS,1
3100,BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-14,MASCULINO,ADULTOS,1
3101,CAQUETÁ,EL DONCELLO,18247000,ARMA DE FUEGO,2020-04-14,MASCULINO,ADULTOS,1
3102,CAQUETÁ,EL DONCELLO,18247000,ARMA DE FUEGO,2020-04-14,MASCULINO,ADULTOS,1
3103,CAUCA,PATÍA,19532000,ARMA DE FUEGO,2020-04-14,MASCULINO,ADULTOS,1
3104,CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,2020-04-14,MASCULINO,ADULTOS,1
3105,CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,2020-04-14,MASCULINO,ADULTOS,1
3106,MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,2020-04-14,MASCULINO,ADULTOS,1
3107,NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,2020-04-14,MASCULINO,ADULTOS,1
3108,VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,2020-04-14,MASCULINO,ADULTOS,1
3109,VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,2020-04-14,MASCULINO,ADULTOS,1
3110,ANTIOQUIA,APARTADÓ,5045000,ARMA BLANCA / CORTOPUNZANTE,2020-04-15,MASCULINO,ADULTOS,1
3111,ANTIOQUIA,BETULIA,5093000,ARMA DE FUEGO,2020-04-15,MASCULINO,ADULTOS,1
3112,ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,2020-04-15,MASCULINO,ADOLESCENTES,1
3113,ANTIOQUIA,CHIGORODÓ,5172000,ARMA DE FUEGO,2020-04-15,MASCULINO,ADULTOS,1
3114,ANTIOQUIA,SAN RAFAEL,5667000,ARMA DE FUEGO,2020-04-15,FEMENINO,ADULTOS,1
3115,ANTIOQUIA,SAN RAFAEL,5667000,ARMA DE FUEGO,2020-04-15,MASCULINO,ADULTOS,1
3116,ATLÁNTICO,SOLEDAD,8758000,ARMA BLANCA / CORTOPUNZANTE,2020-04-15,MASCULINO,ADULTOS,1
3117,BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-15,MASCULINO,ADULTOS,1
3118,BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-15,MASCULINO,ADULTOS,1
3119,CAUCA,CALDONO,19137000,CONTUNDENTES,2020-04-15,MASCULINO,ADULTOS,1
3120,CAUCA,TORIBIO,19821000,ARMA DE FUEGO,2020-04-15,MASCULINO,ADOLESCENTES,1
3121,CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,2020-04-15,MASCULINO,ADULTOS,1
3122,CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,2020-04-15,MASCULINO,ADULTOS,1
3123,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-15,MASCULINO,ADULTOS,1
3124,META,URIBE,50370000,ARMA DE FUEGO,2020-04-15,MASCULINO,ADULTOS,1
3125,META,URIBE,50370000,ARMA DE FUEGO,2020-04-15,MASCULINO,ADULTOS,1
3126,META,URIBE,50370000,ARMA DE FUEGO,2020-04-15,MASCULINO,ADULTOS,1
3127,NARIÑO,BUESACO,52110000,ARMA BLANCA / CORTOPUNZANTE,2020-04-15,FEMENINO,ADULTOS,1
3128,QUINDÍO,LA TEBAIDA,63401000,ARMA DE FUEGO,2020-04-15,MASCULINO,ADULTOS,1
3129,SUCRE,SAN MARCOS,70708000,ARMA BLANCA / CORTOPUNZANTE,2020-04-15,MASCULINO,ADULTOS,1
3130,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-04-15,MASCULINO,ADULTOS,1
3131,ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3132,ANTIOQUIA,NECOCLÍ,5490000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3133,ANTIOQUIA,TURBO,5837000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3134,ANTIOQUIA,URRAO,5847000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3135,ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-16,MASCULINO,ADULTOS,1
3136,BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-16,MASCULINO,ADULTOS,1
3137,BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,2020-04-16,MASCULINO,ADULTOS,1
3138,BOLÍVAR,MOMPÓS,13468000,ARMA BLANCA / CORTOPUNZANTE,2020-04-16,MASCULINO,ADULTOS,1
3139,BOLÍVAR,SANTA ROSA DEL SUR,13688000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3140,CALDAS,MANIZALES (CT),17001000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3141,CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3142,CÓRDOBA,MOÑITOS,23500000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3143,CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3144,GUAJIRA,MAICAO,44430000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3145,META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3146,META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,2020-04-16,MASCULINO,ADULTOS,1
3147,NARIÑO,PASTO (CT),52001000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3148,NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3149,NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3150,NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2020-04-16,MASCULINO,ADULTOS,1
3151,PUTUMAYO,ORITO,86320000,ARMA BLANCA / CORTOPUNZANTE,2020-04-16,MASCULINO,ADULTOS,1
3152,SUCRE,SAMPUÉS,70670000,ARMA BLANCA / CORTOPUNZANTE,2020-04-16,MASCULINO,ADULTOS,1
3153,VALLE,CALI (CT),76001000,CONTUNDENTES,2020-04-16,MASCULINO,ADULTOS,1
3154,VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,2020-04-16,MASCULINO,ADOLESCENTES,1
3155,VALLE,TULUÁ,76834000,ARMA DE FUEGO,2020-04-16,MASCULINO,ADULTOS,1
3156,ANTIOQUIA,CAREPA,5147000,ARMA DE FUEGO,2020-04-17,MASCULINO,ADULTOS,1
3157,ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,2020-04-17,MASCULINO,ADULTOS,1
3158,ANTIOQUIA,MARINILLA,5440000,ARMA BLANCA / CORTOPUNZANTE,2020-04-17,MASCULINO,ADULTOS,1
3159,ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,2020-04-17,MASCULINO,ADULTOS,1
3160,ANTIOQUIA,URRAO,5847000,ARMA DE FUEGO,2020-04-17,MASCULINO,ADULTOS,1
3161,ATLÁNTICO,SOLEDAD,8758000,ARMA DE FUEGO,2020-04-17,MASCULINO,ADULTOS,1
3162,CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,2020-04-17,MASCULINO,ADULTOS,1
3163,CESAR,PELAYA,20550000,ARMA DE FUEGO,2020-04-17,MASCULINO,ADULTOS,1
3164,CHOCÓ,QUIBDÓ (CT),27001000,CONTUNDENTES,2020-04-17,MASCULINO,ADULTOS,1
3165,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,2020-04-17,MASCULINO,ADULTOS,1
3166,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-04-17,MASCULINO,ADULTOS,1
3167,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,2020-04-17,MASCULINO,ADULTOS,1
3168,MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,2020-04-17,MASCULINO,ADULTOS,1
3169,NARIÑO,BARBACOAS,52079000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2020-04-17,FEMENINO,ADULTOS,1
3170,NARIÑO,BARBACOAS,52079000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2020-04-17,MASCULINO,ADULTOS,1
3171,NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,2020-04-17,MASCULINO,ADULTOS,1
3172,NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,2020-04-17,MASCULINO,ADULTOS,1
3173,NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,2020-04-17,MASCULINO,ADULTOS,1
3174,NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,2020-04-17,MASCULINO,ADULTOS,1
