,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,AGRUPA EDAD PERSONA,CANTIDAD
0,ANTIOQUIA,BARBOSA,5079000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
1,ANTIOQUIA,ITAGUI,5360000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
2,ANTIOQUIA,ITUANGO,5361000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
3,ANTIOQUIA,LA CEJA,5376000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
4,ANTIOQUIA,MACEO,5425000,ARMA DE FUEGO,2020-01-01,FEMENINO,ADULTOS,1
5,ANTIOQUIA,TARAZÁ,5790000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
6,ANTIOQUIA,URRAO,5847000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
7,ARAUCA,ARAUQUITA,81065000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
8,BOLÍVAR,ARJONA,13052000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
9,BOLÍVAR,ARJONA,13052000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
10,BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
11,BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
12,BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
13,BOLÍVAR,MAGANGUÉ,13430000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
14,BOLÍVAR,SAN JACINTO,13654000,CONTUNDENTES,2020-01-01,MASCULINO,ADULTOS,1
15,BOLÍVAR,SAN MARTÍN DE LOBA,13667000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
16,BOLÍVAR,TURBACO,13836000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
17,BOYACÁ,PUERTO BOYACÁ,15572000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
18,BOYACÁ,TUNJA (CT),15001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
19,CALDAS,SUPÍA,17777000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
20,CASANARE,VILLANUEVA,85440000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADOLESCENTES,1
21,CAUCA,ALMAGUER,19022000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
22,CAUCA,ALMAGUER,19022000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
23,CAUCA,ARGELIA,19050000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
24,CAUCA,BALBOA,19075000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
25,CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
26,CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
27,CAUCA,GUAPI,19318000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
28,CAUCA,GUAPI,19318000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
29,CESAR,LA JAGUA DE IBIRICO,20400000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
30,CÓRDOBA,CERETÉ,23162000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,FEMENINO,ADULTOS,1
31,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
32,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
33,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
34,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
35,CUNDINAMARCA,EL ROSAL,25260000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
36,CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
37,HUILA,ACEVEDO,41006000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
38,HUILA,CAMPOALEGRE,41132000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
39,MAGDALENA,PLATO,47555000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
40,MAGDALENA,SANTA MARTA (CT),47001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
41,MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
42,MAGDALENA,SANTA MARTA (CT),47001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
43,META,CASTILLA LA NUEVA,50150000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADOLESCENTES,1
44,NARIÑO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
45,NARIÑO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,FEMENINO,ADULTOS,1
46,NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
47,NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
48,PUTUMAYO,MOCOA (CT),86001000,CONTUNDENTES,2020-01-01,MASCULINO,ADULTOS,1
49,QUINDÍO,ARMENIA (CT),63001000,CONTUNDENTES,2020-01-01,MASCULINO,ADULTOS,1
50,QUINDÍO,MONTENEGRO,63470000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
51,RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
52,RISARALDA,PEREIRA (CT),66001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
53,SAN ANDRÉS,SAN ANDRÉS (CT),88001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
54,SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
55,SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
56,SANTANDER,BUCARAMANGA (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
57,SANTANDER,FLORIDABLANCA,68276000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
58,SANTANDER,GIRÓN,68307000,CONTUNDENTES,2020-01-01,FEMENINO,ADULTOS,1
59,SANTANDER,LANDÁZURI,68385000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
60,SUCRE,SINCELEJO (CT),70001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
61,TOLIMA,FRESNO,73283000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
62,VALLE,ARGELIA,76054000,CONTUNDENTES,2020-01-01,MASCULINO,ADULTOS,1
63,VALLE,CAICEDONIA,76122000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
64,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
65,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
66,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
67,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
68,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
69,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
70,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-01,FEMENINO,ADULTOS,1
71,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
72,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
73,VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
74,VALLE,GUACARÍ,76318000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
75,VALLE,PRADERA,76563000,ARMA DE FUEGO,2020-01-01,MASCULINO,ADULTOS,1
76,VALLE,YUMBO,76892000,ARMA BLANCA / CORTOPUNZANTE,2020-01-01,MASCULINO,ADULTOS,1
77,ANTIOQUIA,AMAGÁ,5030000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
78,ANTIOQUIA,BETANIA,5091000,CONTUNDENTES,2020-01-02,MASCULINO,ADULTOS,1
79,ANTIOQUIA,URRAO,5847000,ARMA DE FUEGO,2020-01-02,FEMENINO,ADULTOS,1
80,ANTIOQUIA,VALDIVIA,5854000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
81,ANTIOQUIA,VEGACHÍ,5858000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
82,BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-02,MASCULINO,ADULTOS,1
83,BOLÍVAR,SANTA CATALINA,13673000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
84,CÓRDOBA,MONTERÍA (CT),23001000,ARMA DE FUEGO,2020-01-02,FEMENINO,ADULTOS,1
85,MAGDALENA,SANTA MARTA (CT),47001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-02,FEMENINO,ADULTOS,1
86,META,MAPIRIPÁN,50325000,ARMA DE FUEGO,2020-01-02,FEMENINO,ADULTOS,1
87,META,MAPIRIPÁN,50325000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
88,NARIÑO,IPIALES,52356000,ARMA BLANCA / CORTOPUNZANTE,2020-01-02,MASCULINO,ADULTOS,1
89,NARIÑO,MAGÜI,52427000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
90,NORTE DE SANTANDER,BUCARASICA,54109000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
91,NORTE DE SANTANDER,CONVENCIÓN,54206000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
92,SANTANDER,GIRÓN,68307000,CONTUNDENTES,2020-01-02,MASCULINO,ADULTOS,1
93,VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,2020-01-02,MASCULINO,ADULTOS,1
94,VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,2020-01-02,MASCULINO,ADULTOS,1
95,VALLE,BUGALAGRANDE,76113000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
96,VALLE,CAICEDONIA,76122000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
97,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
98,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
99,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
100,VALLE,GUACARÍ,76318000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
101,VALLE,TULUÁ,76834000,ARMA DE FUEGO,2020-01-02,MASCULINO,ADULTOS,1
102,ANTIOQUIA,AMALFI,5031000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
103,ANTIOQUIA,CÁCERES,5120000,ARMA BLANCA / CORTOPUNZANTE,2020-01-03,MASCULINO,ADULTOS,1
104,ANTIOQUIA,CIUDAD BOLÍVAR,5101000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
105,ANTIOQUIA,LA PINTADA,5390000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,2
106,ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
107,ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
108,ATLÁNTICO,SOLEDAD,8758000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
109,CALDAS,LA DORADA,17380000,ARMA BLANCA / CORTOPUNZANTE,2020-01-03,MASCULINO,ADULTOS,1
110,CAUCA,CORINTO,19212000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
111,CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
112,CAUCA,LÓPEZ,19418000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
113,CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
114,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-01-03,FEMENINO,ADULTOS,1
115,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-03,FEMENINO,ADULTOS,1
116,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
117,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
118,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
119,MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
120,META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
121,NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,2020-01-03,FEMENINO,ADULTOS,1
122,TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-03,MASCULINO,ADULTOS,1
123,VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-03,MASCULINO,ADULTOS,1
124,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
125,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
126,VALLE,CANDELARIA,76130000,ARMA DE FUEGO,2020-01-03,MASCULINO,ADULTOS,1
127,ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,2020-01-04,FEMENINO,ADULTOS,1
128,ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-04,MASCULINO,ADULTOS,1
129,ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
130,ATLÁNTICO,SOLEDAD,8758000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
131,CAQUETÁ,EL DONCELLO,18247000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
132,CAUCA,CALOTO,19142000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
133,CAUCA,CALOTO,19142000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
134,CAUCA,CORINTO,19212000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADOLESCENTES,1
135,CAUCA,CORINTO,19212000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
136,CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
137,CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADOLESCENTES,1
138,CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
139,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
140,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
141,HUILA,PITALITO,41551000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
142,MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
143,NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
144,NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
145,NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
146,NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
147,SANTANDER,BUCARAMANGA (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-04,MASCULINO,ADOLESCENTES,1
148,SANTANDER,SABANA DE TORRES,68655000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
149,SUCRE,COVEÑAS,70221000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
150,SUCRE,SAN BENITO ABAD,70678000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
151,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
152,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
153,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADOLESCENTES,1
154,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
155,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
156,VALLE,EL DOVIO,76250000,ARMA DE FUEGO,2020-01-04,FEMENINO,ADULTOS,1
157,VALLE,EL DOVIO,76250000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
158,VALLE,PALMIRA,76520000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
159,VALLE,PRADERA,76563000,ARMA DE FUEGO,2020-01-04,MASCULINO,ADULTOS,1
160,VALLE,SEVILLA,76736000,CONTUNDENTES,2020-01-04,MASCULINO,ADULTOS,1
161,ANTIOQUIA,ANDES,5034000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADOLESCENTES,1
162,ANTIOQUIA,BETANIA,5091000,ARMA BLANCA / CORTOPUNZANTE,2020-01-05,MASCULINO,ADULTOS,1
163,ANTIOQUIA,COCORNÁ,5197000,ARMA BLANCA / CORTOPUNZANTE,2020-01-05,MASCULINO,ADULTOS,1
164,ANTIOQUIA,LA ESTRELLA,5380000,ARMA BLANCA / CORTOPUNZANTE,2020-01-05,FEMENINO,ADULTOS,1
165,ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
166,ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
167,ANTIOQUIA,SEGOVIA,5736000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
168,ANTIOQUIA,YARUMAL,5887000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
169,ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
170,ATLÁNTICO,SOLEDAD,8758000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
171,BOYACÁ,DUITAMA,15238000,ARMA BLANCA / CORTOPUNZANTE,2020-01-05,MASCULINO,ADULTOS,1
172,CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
173,CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
174,CAUCA,FLORENCIA,19290000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
175,CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-05,MASCULINO,ADULTOS,1
176,CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
177,CHOCÓ,NUQUÍ,27495000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
178,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
179,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
180,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
181,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-05,MASCULINO,ADULTOS,1
182,CUNDINAMARCA,FOMEQUE,25279000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
183,CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,2020-01-05,MASCULINO,ADULTOS,1
184,NARIÑO,CUMBAL,52227000,ARMA BLANCA / CORTOPUNZANTE,2020-01-05,FEMENINO,ADULTOS,1
185,NARIÑO,IPIALES,52356000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
186,NARIÑO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-05,MASCULINO,ADULTOS,1
187,NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-05,MASCULINO,ADULTOS,1
188,SANTANDER,PIEDECUESTA,68547000,ARMA BLANCA / CORTOPUNZANTE,2020-01-05,MASCULINO,ADULTOS,1
189,TOLIMA,ROVIRA,73624000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
190,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
191,VALLE,CALI (CT),76001000,ARMA DE FUEGO,2020-01-05,MASCULINO,ADULTOS,1
192,ANTIOQUIA,BETULIA,5093000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
193,ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
194,ANTIOQUIA,SAN FRANCISCO,5652000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
195,ARAUCA,ARAUCA (CT),81001000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
196,BOLÍVAR,SANTA ROSA DEL SUR,13688000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
197,BOYACÁ,PUERTO BOYACÁ,15572000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
198,CAUCA,CORINTO,19212000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
199,CAUCA,CORINTO,19212000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
200,CESAR,CHIRIGUANÁ,20178000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
201,CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
202,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
203,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-06,MASCULINO,ADULTOS,1
204,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
205,CUNDINAMARCA,GIRARDOT,25307000,ARMA DE FUEGO,2020-01-06,FEMENINO,ADULTOS,1
206,META,SAN MARTÍN,50689000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
207,NARIÑO,IPIALES,52356000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
208,NARIÑO,IPIALES,52356000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
209,NARIÑO,OLAYA HERRERA,52490000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
210,NARIÑO,OLAYA HERRERA,52490000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
211,NARIÑO,OLAYA HERRERA,52490000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
212,NARIÑO,PASTO (CT),52001000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
213,NARIÑO,SAMANIEGO,52678000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
214,NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-06,FEMENINO,ADULTOS,1
215,PUTUMAYO,MOCOA (CT),86001000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
216,PUTUMAYO,PUERTO GUZMÁN,86571000,ARMA DE FUEGO,2020-01-06,FEMENINO,ADULTOS,1
217,PUTUMAYO,PUERTO GUZMÁN,86571000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
218,QUINDÍO,ARMENIA (CT),63001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-06,MASCULINO,ADULTOS,1
219,RISARALDA,PEREIRA (CT),66001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-06,MASCULINO,ADULTOS,1
220,SANTANDER,BUCARAMANGA (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,2020-01-06,MASCULINO,ADULTOS,1
221,SANTANDER,GIRÓN,68307000,ARMA BLANCA / CORTOPUNZANTE,2020-01-06,MASCULINO,ADULTOS,1
222,VALLE,LA UNIÓN,76400000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
223,VALLE,LA UNIÓN,76400000,ARMA DE FUEGO,2020-01-06,MASCULINO,ADULTOS,1
224,VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,2020-01-06,FEMENINO,ADULTOS,1
225,ANTIOQUIA,ARGELIA,5055000,ARMA BLANCA / CORTOPUNZANTE,2020-01-07,MASCULINO,ADULTOS,1
226,ANTIOQUIA,URRAO,5847000,ARMA DE FUEGO,2020-01-07,MASCULINO,ADULTOS,1
